"date","time","R2R.Level","subject race","Subject Ethnicity","subject sex","officer Yrs of service","Area Command"
"4/9/2016",312,3,"White","H","M",1,"DA"
"4/9/2016",315,3,"White","H","M",6,"DA"
"4/9/2016",411,3,"White","H","M",3,"DA"
"4/9/2016",2025,3,"White","N","F",1,"FR"
"4/9/2016",2339,3,"Native American","N","M",2,"AD"
"4/10/2016",515,3,"White","N","M",13,"AD"
"4/10/2016",606,3,"White","H","M",4,"ED"
"6/9/2016",NA,3,"Black","N","F",9,"HE"
"4/10/2016",707,3,"White","H","M",5,"ED"
"4/10/2016",1402,3,"White","H","M",6,"FR"
"4/10/2016",1851,3,"White","H","M",13,"FR"
"4/10/2016",2020,3,"White","H","M",9,"FR"
"4/11/2016",NA,3,"White","N","M",10,"HE"
"4/11/2016",NA,3,"White","H","M",17,"FR"
"4/11/2016",342,3,"White","N","M",5,"HE"
"4/11/2016",600,3,"White","N","M",8,"GE"
"4/11/2016",629,3,"White","N","M",8,"GE"
"4/11/2016",1815,3,"Black","N","M",2,"FR"
"4/11/2016",1815,3,"Black","N","M",3,"FR"
"4/12/2016",NA,3,"White","N","M",14,"GE"
"4/12/2016",NA,3,"White","N","M",2,"ED"
"4/12/2016",952,3,"Black","N","M",10,"ID"
"4/12/2016",1000,3,"Black","N","M",6,"ID"
"4/12/2016",1131,3,"Black","N","M",21,"ID"
"4/12/2016",1347,3,"Black","N","M",6,"ID"
"4/12/2016",2321,3,"White","N","M",22,"ED"
"4/13/2016",NA,3,"White","H","M",5,"BA"
"4/13/2016",1912,3,"White","H","M",3,"AD"
"4/13/2016",1912,3,"White","H","M",2,"AD"
"4/13/2016",1954,3,"White","H","M",14,"ID"
"4/13/2016",1954,3,"White","H","M",8,"ID"
"4/13/2016",2311,3,"White","H","M",3,"GE"
"4/13/2016",2311,2,"White","H","M",9,"GE"
"4/13/2016",2311,3,"White","H","M",9,"GE"
"4/13/2016",2311,3,NA,NA,NA,9,"GE"
"4/14/2016",NA,3,"White","H","M",18,"GE"
"4/14/2016",1700,3,"White","N","M",3,"HE"
"4/14/2016",1705,3,"White","N","M",5,"HE"
"4/15/2016",NA,3,"White","H","M",3,"FR"
"4/15/2016",NA,3,"Black","N","F",9,"HE"
"4/15/2016",2321,3,"White","H","M",8,"FR"
"4/16/2016",156,3,"White","N","M",18,"GE"
"4/16/2016",1133,3,"White","N","M",3,"DA"
"4/16/2016",1133,3,"White","N","M",17,"DA"
"4/16/2016",1133,3,"White","N","M",6,"DA"
"4/16/2016",1810,3,"White","H","M",1,"FR"
"4/17/2016",745,3,"Black","N","M",17,"GE"
"4/17/2016",1913,3,"White","N","M",4,"GE"
"4/17/2016",1913,3,"White","N","M",2,"GE"
"4/18/2016",NA,3,"Black","N","M",5,NA
"4/18/2016",NA,3,"White","N","M",0,"AD"
"4/18/2016",NA,3,"White","N","M",1,"AD"
"4/19/2016",NA,3,"Black","N","M",2,"ED"
"4/19/2016",NA,3,"White","H","M",2,"BA"
"4/19/2016",NA,3,"White","H","M",8,"FR"
"4/19/2016",NA,3,"Black","N","M",8,"HE"
"4/19/2016",1040,3,"White","N","M",3,"GE"
"4/19/2016",1040,3,"White","N","M",14,"GE"
"4/19/2016",1045,3,"White","N","M",8,"GE"
"4/19/2016",1850,3,"Black","N","F",4,"GE"
"4/19/2016",2158,3,"White","H","M",1,"BA"
"4/20/2016",20,3,"White","H","M",9,"DA"
"4/20/2016",22,3,"White","H","M",1,"DA"
"4/21/2016",NA,3,"White","H","M",10,"ED"
"4/21/2016",1745,3,"White","H","M",6,"ED"
"4/21/2016",1800,3,"White","H","M",10,"ED"
"4/22/2016",NA,3,"White","H","F",4,"FR"
"4/22/2016",35,3,"White","N","F",2,"GE"
"4/22/2016",41,3,"White","N","F",8,"GE"
"4/22/2016",41,3,"White","N","F",3,"GE"
"4/22/2016",41,3,"White","N","F",18,"GE"
"4/22/2016",1125,3,"White","H","M",5,"ED"
"4/22/2016",2336,3,"White","H","F",1,"FR"
"4/23/2016",NA,3,"Black","N","M",14,"GE"
"4/23/2016",NA,3,"Black","N","M",30,"GE"
"4/23/2016",120,3,"White","N","M",12,"GE"
"4/23/2016",124,3,"White","N","M",2,"GE"
"4/23/2016",124,3,"White","N","M",3,"GE"
"4/23/2016",206,3,"White","H","M",12,"ED"
"4/23/2016",402,3,"White","H","F",3,"FR"
"4/23/2016",1827,3,"Black","N","M",10,"ID"
"4/23/2016",1835,3,"Black","N","M",6,"ID"
"4/23/2016",1848,3,"White","H","M",17,"ED"
"4/23/2016",1925,3,"White","H","M",3,"ED"
"4/23/2016",2312,3,"White","H","M",2,"ED"
"4/23/2016",2330,3,"White","H","M",6,"ED"
"4/24/2016",NA,3,"White","H","M",15,"AD"
"4/24/2016",NA,3,"Black","N","M",14,"GE"
"4/24/2016",NA,3,"Black","N","M",5,"GE"
"4/24/2016",NA,3,"Black","N","M",30,"GE"
"4/24/2016",NA,3,"White","N","F",13,"DA"
"4/24/2016",NA,3,"White","N","F",3,"DA"
"4/24/2016",NA,3,"Black","N","F",8,"HE"
"4/24/2016",NA,3,"Black","N","F",16,"HE"
"4/24/2016",302,3,"White","H","M",4,"HE"
"4/24/2016",332,3,"White","H","M",4,"HE"
"4/24/2016",404,3,"White","H","M",1,"HE"
"4/24/2016",1251,3,"Black","N","F",5,"HE"
"4/24/2016",1259,3,NA,NA,NA,20,"HE"
"4/24/2016",1927,3,"Black","N","F",0,"HE"
"4/24/2016",2043,3,"Black","N","F",0,"HE"
"4/25/2016",NA,3,"White","N","F",8,"HE"
"4/25/2016",230,3,"White","H","M",1,"ED"
"4/25/2016",1410,3,"White","N","F",16,"HE"
"4/28/2016",1330,3,NA,NA,NA,2,"ID"
"4/25/2016",1520,3,"Black","N","M",4,"DA"
"4/26/2016",NA,3,"Black","N","M",4,"ID"
"4/26/2016",NA,3,"White","N","M",2,"BA"
"4/26/2016",NA,3,"White","N","M",1,"BA"
"4/26/2016",2210,3,"White","N","M",1,"BA"
"4/27/2016",NA,2,"Black","N","M",3,"HE"
"4/27/2016",250,3,"Asian","N","M",2,"HE"
"4/27/2016",258,3,"Asian","N","M",0,"HE"
"4/27/2016",1815,3,"Black","N","M",14,"HE"
"4/27/2016",1825,3,"Black","N","M",3,"HE"
"4/27/2016",1827,3,"Black","N","M",8,"HE"
"4/28/2016",NA,3,"White","H","M",1,"HE"
"4/28/2016",NA,3,"White","N","M",3,"FR"
"4/28/2016",131,3,"White","H","M",8,"ID"
"4/28/2016",354,3,"White","H","M",2,"HE"
"4/28/2016",2145,3,"Black","N","M",2,"ED"
"4/28/2016",2145,3,"Black","N","M",1,"ED"
"4/28/2016",2303,3,"Black","N","M",1,"ED"
"4/28/2016",2342,3,"Black","N","M",5,"HE"
"4/28/2016",2345,3,"Black","N","M",3,"ED"
"4/28/2016",2345,3,"Black","N","M",3,"HE"
"4/29/2016",NA,3,"White","N","M",14,"GE"
"4/29/2016",400,3,"White","N","F",14,"AD"
"4/29/2016",1628,3,"Black","N","M",8,"GE"
"4/30/2016",NA,3,"Black","N","M",4,"AD"
"4/30/2016",NA,3,"White","N","F",17,"BA"
"4/30/2016",205,3,"White","H","M",0,"DA"
"4/30/2016",208,3,"White","H","M",5,"DA"
"4/30/2016",1441,3,"White","N","F",15,"BA"
"4/30/2016",2216,3,"White","H","M",15,"ID"
"5/2/2016",241,3,NA,NA,NA,3,"GE"
"4/30/2016",2216,3,"White","H","M",4,"ID"
"4/30/2016",2216,3,"White","H","M",5,"ID"
"5/1/2016",NA,3,"White","N","M",8,"GE"
"5/1/2016",NA,3,"Black","N","M",0,"GE"
"5/1/2016",1240,3,"White","H","F",8,"HE"
"5/1/2016",1725,3,"Black","N","F",10,"ED"
"5/1/2016",1906,3,"White","H","M",10,"CH"
"5/1/2016",1906,3,"White","H","F",2,"CH"
"5/1/2016",1906,3,"White","H","M",2,"CH"
"5/1/2016",1919,3,"White","H","F",1,"CH"
"5/1/2016",1930,3,"White","H","M",1,"CH"
"5/1/2016",2245,3,"White","H","M",5,"FR"
"5/1/2016",2245,3,"White","H","M",8,"FR"
"5/2/2016",NA,3,"White","H","F",3,"GE"
"5/2/2016",240,3,"White","H","F",8,"GE"
"5/2/2016",916,3,"White","N","F",4,"GE"
"5/2/2016",1858,3,"White","H","M",1,"BA"
"5/2/2016",1858,3,"White","H","M",1,"BA"
"5/2/2016",2158,3,"White","N","M",14,"AD"
"5/2/2016",2158,3,"White","N","M",2,"AD"
"5/3/2016",NA,3,"Asian","N","M",3,"ED"
"5/3/2016",NA,3,"Black","N","M",2,"ID"
"5/3/2016",1210,3,"White","H","F",5,"CH"
"5/3/2016",1245,3,"Black","N","F",8,"ED"
"5/3/2016",1430,3,"Black","N","M",5,"ID"
"5/3/2016",1945,3,"White","H","M",1,"DA"
"5/3/2016",1945,3,"White","H","M",2,"DA"
"5/4/2016",NA,3,"White","H","M",1,"ID"
"5/4/2016",1739,3,"White","H","M",5,"HE"
"5/4/2016",1757,3,"Black","N","M",0,"ID"
"5/12/2016",2230,3,"White","N","M",11,"GE"
"5/4/2016",1806,3,"White","H","M",1,"ID"
"5/4/2016",1828,3,"White","H","M",1,"ID"
"5/4/2016",1949,3,"Black","N","M",1,"ID"
"5/4/2016",1949,3,"Black","N","M",3,"ID"
"5/4/2016",1949,3,"Black","N","M",1,"ID"
"5/4/2016",2005,3,"White","N","M",1,"BA"
"5/4/2016",2005,3,"White","N","M",18,"BA"
"5/5/2016",NA,3,"White","N","M",30,"GE"
"5/5/2016",1708,3,"White","H","M",5,"HE"
"5/5/2016",1859,3,"White","H","M",2,"FR"
"5/6/2016",NA,3,"White","N","F",1,"FR"
"5/6/2016",NA,3,"White","H","M",18,"GE"
"5/6/2016",21,3,"Black","N","M",3,"GE"
"5/6/2016",21,2,"Black","N","M",5,"GE"
"5/6/2016",21,3,"Black","N","M",18,"GE"
"5/6/2016",40,3,"White","H","M",3,"GE"
"5/6/2016",40,3,"Black","N","M",22,"GE"
"5/6/2016",52,3,"White","N","M",5,"GE"
"8/13/2016",204,3,NA,NA,NA,9,"GE"
"5/6/2016",2050,3,"White","N","F",4,"FR"
"5/6/2016",2219,3,"White","H","M",8,"GE"
"5/7/2016",NA,3,"White","N","M",18,"AD"
"5/7/2016",1029,3,"White","N","M",18,"AD"
"5/7/2016",2304,3,"White","N","F",14,"GE"
"5/8/2016",NA,3,"White","H","M",3,"HE"
"5/8/2016",NA,3,"Black","N","F",3,"CH"
"5/8/2016",NA,3,"Black","N","F",1,"CH"
"5/8/2016",NA,3,"Black","N","F",3,"CH"
"5/8/2016",755,3,"White","H","M",16,"HE"
"5/8/2016",2324,3,"White","N","M",1,"FR"
"5/9/2016",NA,3,"White","H","M",0,"ED"
"5/9/2016",NA,3,"White","H","M",1,"ED"
"5/9/2016",NA,3,"White","H","M",13,"BA"
"5/9/2016",55,3,"Black","N","M",2,"GE"
"5/9/2016",55,3,"Black","N","M",3,"GE"
"5/9/2016",55,3,"Black","N","M",3,"GE"
"5/9/2016",120,3,"White","H","M",0,"ED"
"5/9/2016",120,3,"White","H","M",1,"ED"
"5/9/2016",207,3,"White","N","M",3,"GE"
"5/9/2016",208,3,"White","N","M",2,"GE"
"5/9/2016",300,3,"White","H","M",3,"HE"
"5/9/2016",308,3,"White","H","M",3,"HE"
"5/9/2016",504,3,"White","H","M",12,"ED"
"5/9/2016",2239,3,"White","H","M",4,"BA"
"5/10/2016",NA,3,NA,NA,NA,3,"ED"
"5/10/2016",NA,3,"Black","N","M",3,"ID"
"5/10/2016",144,3,"White","H","M",12,"GE"
"5/10/2016",144,3,"Middle Eastern","N","M",3,"GE"
"5/10/2016",2135,3,"Black","N","M",3,"ID"
"5/10/2016",2155,3,"White","N","F",2,"GE"
"5/10/2016",2155,3,"White","N","F",2,"GE"
"5/11/2016",NA,3,"White","H","M",3,"ED"
"5/11/2016",NA,3,"White","H","M",3,"GE"
"5/11/2016",1721,3,"White","H","M",8,"GE"
"6/21/2016",1815,3,"Black","N","M",4,"ID"
"5/11/2016",2013,3,"White","N","M",4,"FR"
"5/11/2016",2032,3,"White","H","M",5,"HE"
"5/12/2016",NA,3,"Black","N","M",5,"HE"
"5/12/2016",NA,3,"Black","N","M",1,"HE"
"5/12/2016",NA,3,"White","N","M",7,"GE"
"5/12/2016",639,3,"Black","N","M",0,"HE"
"5/12/2016",1236,3,"White","N","M",7,"HE"
"5/13/2016",NA,3,"White","N","M",28,"DA"
"5/13/2016",NA,3,"White","N","M",1,"HE"
"5/13/2016",225,3,"Black","N","M",6,"GE"
"5/13/2016",229,3,"White","H","M",5,"GE"
"5/13/2016",229,3,"White","H","M",2,"GE"
"5/13/2016",421,3,"White","N","M",5,"DA"
"5/13/2016",437,3,"White","N","M",2,"DA"
"5/13/2016",438,3,"White","N","M",5,"DA"
"5/13/2016",505,3,"Black","N","M",6,"GE"
"5/13/2016",2331,3,"White","N","M",5,"HE"
"5/14/2016",NA,3,"White","H","M",5,"FR"
"5/14/2016",NA,3,"White","H","F",2,"GE"
"5/14/2016",NA,3,"Black","N","F",12,"BA"
"5/14/2016",NA,3,"Black","N","F",17,"BA"
"5/14/2016",945,3,"Black","N","F",15,"BA"
"5/14/2016",945,3,"Black","N","F",8,"BA"
"5/14/2016",1636,2,"White","N","M",8,"GE"
"5/14/2016",1944,3,"White","H","M",3,"GE"
"5/15/2016",NA,3,"Black","N","M",3,"GE"
"5/15/2016",NA,3,"Black","N","M",4,"GE"
"5/15/2016",211,3,"White","N","F",1,"ED"
"5/15/2016",211,3,"White","N","F",1,"ED"
"5/15/2016",527,3,"White","N","F",17,"ED"
"5/15/2016",1700,3,"White","N","M",3,"AD"
"5/16/2016",NA,3,"White","N","M",2,"HE"
"5/16/2016",NA,3,"White","N","M",12,"FR"
"5/16/2016",NA,3,"White","N","M",1,"FR"
"5/16/2016",124,3,"White","N","M",6,"HE"
"5/16/2016",910,3,"Black","N","M",18,"GE"
"5/16/2016",924,3,"Black","N","M",15,"GE"
"5/16/2016",1213,3,"White","H","M",4,"ED"
"5/16/2016",1234,2,"White","H","F",7,"HE"
"5/16/2016",1727,3,"White","H","M",1,"DA"
"5/17/2016",NA,3,"Asian","N","M",2,"BA"
"5/17/2016",NA,3,"White","N","F",10,"AD"
"5/17/2016",NA,3,"White","N","F",1,"AD"
"5/17/2016",NA,3,"White","N","F",3,"AD"
"5/17/2016",NA,3,"White","N","F",3,"AD"
"5/17/2016",NA,3,"White","N","M",3,"HE"
"5/17/2016",NA,3,"White","N","M",9,"HE"
"5/17/2016",NA,3,"Black","N","F",1,"CH"
"5/17/2016",NA,3,"White","H","M",6,"HE"
"5/17/2016",NA,3,"White","H","M",10,"HE"
"5/21/2016",250,3,"White","H","M",22,"ED"
"5/17/2016",NA,3,"White","H","M",7,"HE"
"5/17/2016",425,3,NA,NA,NA,3,"BA"
"5/17/2016",1128,3,"White","H","M",10,"FR"
"5/17/2016",1139,3,"White","H","M",12,"FR"
"5/17/2016",1145,3,"White","H","M",8,"FR"
"5/17/2016",1759,3,"Black","N","F",1,"CH"
"5/18/2016",NA,3,"White","H","M",1,"DA"
"5/18/2016",NA,3,"White","H","M",4,"DA"
"5/18/2016",26,3,"White","H","M",3,"ED"
"5/18/2016",29,3,"White","H","M",2,"ED"
"5/18/2016",1333,2,"Black","N","M",15,"GE"
"5/18/2016",2115,3,"Black","H","M",17,"BA"
"5/18/2016",2347,3,"Black","N","M",5,"AD"
"5/18/2016",2347,3,"Black","N","M",1,"AD"
"5/19/2016",116,3,"White","N","M",6,"AD"
"5/19/2016",116,3,"White","N","M",6,"AD"
"5/19/2016",116,3,"White","N","M",7,"AD"
"7/10/2016",2253,3,"White","H","M",3,"DA"
"5/19/2016",116,3,"White","N","M",1,"AD"
"5/19/2016",2050,3,"White","N","F",8,"HE"
"5/19/2016",2050,3,"White","N","F",7,"HE"
"5/20/2016",NA,3,"Black","N","F",3,"ED"
"5/20/2016",NA,3,"White","N","M",12,"GE"
"5/20/2016",NA,3,"White","N","M",13,"GE"
"5/20/2016",NA,3,"White","N","M",8,"GE"
"5/20/2016",1306,3,"Black","N","M",4,"ED"
"5/20/2016",2355,3,"White","H","M",1,"ID"
"5/21/2016",NA,3,"White","H","M",12,"CH"
"5/21/2016",106,3,"Black","N","M",3,"GE"
"5/21/2016",152,3,"White","H","M",3,"ED"
"5/21/2016",255,3,"White","H","M",3,"ED"
"5/21/2016",1311,2,"White","H","M",14,"CH"
"5/21/2016",2304,3,"White","H","M",5,"DA"
"5/22/2016",NA,3,"White","N","M",19,"GE"
"5/22/2016",15,3,"White","N","M",10,"GE"
"5/22/2016",142,3,"White","H","F",8,"GE"
"9/12/2016",823,3,"White","H","M",6,"DA"
"5/22/2016",1833,3,"White","N","M",5,"FR"
"5/22/2016",1833,3,"White","N","M",3,"FR"
"5/23/2016",NA,3,"White","N","M",1,"HE"
"5/23/2016",NA,3,"White","N","M",4,"GE"
"5/23/2016",NA,3,"Black","N","M",1,"ED"
"5/23/2016",505,3,"White","H","M",8,"ED"
"5/23/2016",800,3,"White","H","M",1,"ED"
"5/23/2016",1545,3,"White","N","M",3,"GE"
"5/23/2016",1755,3,"White","N","M",9,"GE"
"5/23/2016",1953,3,"Black","N","M",3,"ED"
"5/24/2016",NA,3,"White","N","M",14,"AP"
"5/24/2016",NA,3,"White","N","M",17,"AP"
"5/25/2016",210,3,"White","N","M",3,"ID"
"5/25/2016",244,3,"White","N","M",1,"ID"
"5/25/2016",319,3,"White","H","M",1,"ID"
"5/25/2016",319,3,"White","H","M",6,"ID"
"5/25/2016",329,3,"White","H","M",3,"ID"
"5/25/2016",2315,3,"White","N","M",2,"DA"
"5/25/2016",2315,3,"White","N","M",3,"DA"
"5/25/2016",2315,3,"White","N","M",2,"DA"
"5/25/2016",2315,3,"White","N","M",4,"DA"
"5/26/2016",NA,3,"White","H","M",8,"BA"
"5/26/2016",930,3,"White","H","M",5,"BA"
"5/26/2016",956,3,"Black","N","M",12,"CH"
"5/27/2016",NA,3,"White","N","M",23,"HE"
"5/27/2016",NA,3,"White","H","F",1,"FR"
"5/27/2016",NA,3,"White","H","F",8,"FR"
"5/27/2016",NA,3,"Black","N","F",3,"AP"
"5/27/2016",2103,3,"White","H","F",2,"FR"
"5/27/2016",2128,3,"Black","N","F",22,"AP"
"5/27/2016",2255,3,"White","H","F",5,"FR"
"5/28/2016",NA,3,"White","H","M",1,"CH"
"5/28/2016",NA,3,"Black","N","F",8,"FR"
"5/28/2016",1620,3,"White","H","M",1,"CH"
"9/28/2016",NA,2,"White","H","F",8,"FR"
"5/28/2016",1916,3,"Asian","N","M",2,"DA"
"5/28/2016",1917,3,"Asian","N","M",17,"DA"
"5/28/2016",1917,3,"Asian","N","M",8,"DA"
"5/28/2016",2342,3,"Black","N","F",5,"FR"
"5/29/2016",150,3,"White","H","M",2,"ID"
"5/29/2016",150,3,"White","H","M",2,"ID"
"5/29/2016",208,3,"White","H","M",3,"GE"
"5/29/2016",208,3,"White","H","M",5,"GE"
"5/29/2016",215,3,"White","N","M",5,"GE"
"5/30/2016",NA,3,"Black","N","M",3,"CH"
"5/30/2016",NA,3,"White","H","M",1,"BA"
"5/30/2016",NA,3,"White","H","M",1,"BA"
"5/30/2016",NA,3,"White","N","F",8,"FR"
"5/30/2016",NA,3,"White","N","F",2,"FR"
"5/30/2016",139,3,"Black","N","M",15,"GE"
"5/30/2016",1231,3,"White","N","M",12,"GE"
"5/30/2016",1236,3,"White","N","F",4,"ED"
"5/30/2016",2020,3,"White","H","M",5,"BA"
"5/30/2016",2102,3,"White","N","F",2,"FR"
"5/30/2016",2105,3,"White","N","F",1,"FR"
"5/30/2016",2109,3,"White","N","F",1,"FR"
"5/31/2016",NA,3,"White","H","M",4,"ED"
"6/1/2016",500,3,"White","H","M",1,"CH"
"6/1/2016",2101,3,"White","N","M",3,"GE"
"6/2/2016",NA,3,"Black","N","M",12,"CH"
"6/2/2016",28,3,"White","H","F",8,"GE"
"6/2/2016",28,2,"White","H","F",2,"GE"
"6/2/2016",240,3,"White","N","M",10,"HE"
"6/2/2016",245,3,"White","N","M",10,"DA"
"6/2/2016",639,3,"Black","N","M",9,"CH"
"6/2/2016",639,3,"Black","N","M",15,"CH"
"6/2/2016",655,3,"Black","N","M",7,"CH"
"6/2/2016",1910,3,"Black","N","F",1,NA
"6/2/2016",1910,3,"Black","N","F",4,NA
"6/2/2016",1910,3,"Black","N","F",1,NA
"6/3/2016",337,3,"White","H","M",9,"FR"
"6/3/2016",338,3,"White","H","M",2,"FR"
"6/3/2016",1340,3,"White",NA,"M",9,"FR"
"6/3/2016",2144,3,"White","H","M",5,"AD"
"6/4/2016",NA,3,"White","N","F",18,"HE"
"6/4/2016",7,3,"White","H","M",3,"ED"
"6/4/2016",58,3,"White","H","M",1,"ED"
"6/4/2016",2216,3,"White","N","M",4,"ID"
"6/4/2016",2223,3,"White","N","M",4,"ID"
"6/5/2016",NA,3,"Black","N","M",5,"GE"
"6/5/2016",319,3,"White","H","F",21,"HE"
"6/5/2016",319,3,"White","H","F",21,"HE"
"6/5/2016",320,3,"White","H","M",8,"HE"
"6/5/2016",716,3,"White","H","M",5,"ED"
"6/5/2016",1300,3,"Black","N","F",14,"ID"
"6/5/2016",1752,2,"White","H","M",8,"HE"
"6/5/2016",1752,3,"White","H","M",16,"HE"
"6/5/2016",1752,3,"White","H","M",4,"HE"
"6/5/2016",2330,3,"White","H","M",4,"CH"
"6/5/2016",2334,3,"White","H","M",2,"HE"
"6/5/2016",2334,3,"White","H","M",2,"HE"
"6/5/2016",2334,3,"White","H","M",1,"HE"
"6/5/2016",2334,3,"White","H","M",5,"HE"
"6/6/2016",NA,3,"White","H","M",7,"ID"
"6/6/2016",NA,3,"White","H","M",14,"ID"
"6/6/2016",1710,3,"Black","N","F",4,"GE"
"6/6/2016",1710,3,"Black","N","F",1,"GE"
"6/7/2016",405,3,"White","N","M",1,"ED"
"6/7/2016",1727,3,"Black",NA,"M",15,"HE"
"6/8/2016",NA,3,"White","H","M",23,"DA"
"6/8/2016",1755,3,"White","H","M",8,"DA"
"6/8/2016",1845,3,"White","H","M",1,"DA"
"6/8/2016",2209,3,"Black","N","M",12,"CH"
"6/8/2016",2209,3,"Black","N","M",6,"CH"
"6/9/2016",NA,3,"Black","N","M",4,"FR"
"6/9/2016",NA,3,"Black","N","F",9,"HE"
"6/9/2016",NA,3,"Black","N","F",24,"HE"
"6/9/2016",NA,3,"White","H","M",12,NA
"6/9/2016",217,3,"White","N","M",9,"BA"
"6/9/2016",217,3,"White","N","M",1,"BA"
"6/9/2016",417,3,"Black","N","M",4,"FR"
"6/9/2016",419,3,"Black","N","M",1,"FR"
"6/9/2016",1046,3,"White","N","M",10,"FR"
"6/9/2016",1152,3,"White","N","M",22,"ID"
"6/9/2016",1219,3,"White","N","M",13,"ID"
"6/9/2016",1236,3,"White","N","M",6,"ID"
"6/9/2016",1837,3,"Black","N","M",3,"ID"
"6/10/2016",NA,3,"Black","N","F",7,"ID"
"6/10/2016",5,3,"Black","N","F",1,"ID"
"6/10/2016",43,3,"Black","N","F",1,"ID"
"6/10/2016",2018,3,"Asian","N","M",7,"AD"
"6/11/2016",NA,3,"White","H","M",1,"FR"
"6/11/2016",NA,3,"Black","N","F",4,"HE"
"6/11/2016",325,3,"White","H","M",12,"FR"
"6/11/2016",325,3,"White","H","M",1,"FR"
"6/11/2016",508,3,"Black","N","F",4,"HE"
"6/11/2016",542,3,"White","H","M",1,"FR"
"6/11/2016",2218,3,"White","H","M",1,"FR"
"6/12/2016",NA,3,"White","H","M",12,"DA"
"6/12/2016",NA,3,"White","H","M",30,"DA"
"6/12/2016",NA,3,"White","H","M",1,"AD"
"6/12/2016",NA,3,"White","H","M",2,"AD"
"6/12/2016",NA,3,"White","N","M",2,"DA"
"6/12/2016",106,3,"White","H","M",12,"GE"
"6/12/2016",1032,3,"White","H","M",7,"DA"
"6/12/2016",1730,3,"White","N","M",2,"DA"
"6/12/2016",2100,3,"White","H","M",4,"CH"
"6/12/2016",2101,3,"White","H","M",30,"CH"
"6/13/2016",NA,3,"White","N","M",8,"CH"
"6/13/2016",NA,3,"Black","N","F",4,"GE"
"6/13/2016",NA,3,"White","H","M",3,"ED"
"6/13/2016",1656,3,"Black","N","F",6,"GE"
"6/13/2016",2241,2,"White","N","M",2,"BA"
"6/13/2016",2241,3,"White","N","M",5,"BA"
"6/14/2016",NA,3,"White","H","M",8,"FR"
"6/14/2016",135,3,"White","H","F",22,"ED"
"6/14/2016",154,3,"White","N","F",3,"FR"
"6/14/2016",154,3,"White","N","F",1,"FR"
"6/14/2016",300,3,"White","N","M",1,"ED"
"6/14/2016",422,3,"Black","N","M",2,"AD"
"6/14/2016",422,3,"Black","N","M",3,"AD"
"6/14/2016",422,3,"Black","N","M",2,"AD"
"6/14/2016",422,3,"Black","N","M",12,"AD"
"6/14/2016",422,3,"Black","N","M",15,"AD"
"6/14/2016",1000,3,"White","H","M",8,"FR"
"6/15/2016",NA,3,"White","H","M",3,"ED"
"6/15/2016",NA,2,"Black","N","M",8,"GE"
"6/15/2016",1556,3,"Black","N","F",2,"ID"
"6/15/2016",2033,3,"White","H","F",14,"AD"
"6/15/2016",2240,3,"Black","N","M",1,"ID"
"6/15/2016",2241,3,"Black","N","M",5,"ID"
"6/16/2016",NA,3,"Black","N","M",8,"AD"
"6/16/2016",NA,3,"Black","N","M",16,"AD"
"6/17/2016",NA,2,"Black","N","M",15,"ID"
"6/17/2016",1342,3,"White","N","F",4,"ID"
"6/17/2016",2212,3,"White","H","M",8,"ED"
"6/17/2016",2217,3,"White","H","M",1,"ED"
"6/17/2016",2218,3,"White","H","M",10,"ED"
"6/17/2016",2219,3,"White","H","M",1,"ED"
"6/18/2016",NA,3,"White",NA,"M",18,"GE"
"6/18/2016",NA,3,"White","H","F",3,"GE"
"6/18/2016",NA,3,"White","N","M",6,"GE"
"6/18/2016",NA,3,"White","N","M",12,"GE"
"6/18/2016",NA,3,"White","N","M",30,"GE"
"6/18/2016",NA,3,"White","N","F",17,"GE"
"6/18/2016",NA,3,"White","H","F",9,"GE"
"6/18/2016",156,3,"White",NA,"M",6,"GE"
"6/18/2016",156,3,"White",NA,"M",6,"GE"
"6/18/2016",156,3,"White",NA,"M",2,"GE"
"6/18/2016",157,3,"White","H","F",2,"GE"
"6/18/2016",200,3,"White",NA,"M",5,"GE"
"6/18/2016",200,3,"White",NA,"M",2,"GE"
"6/18/2016",209,3,"White",NA,"M",3,"GE"
"6/18/2016",235,3,"White","N","M",4,"GE"
"6/18/2016",2145,3,"White","H","F",9,"GE"
"6/19/2016",NA,3,"White","N","M",19,"GE"
"6/19/2016",NA,3,"White","H","M",4,"GE"
"6/19/2016",NA,3,"White","H","M",4,"GE"
"6/19/2016",NA,3,"White","H","M",4,"GE"
"6/19/2016",2047,3,"Black","N","M",2,"ID"
"6/19/2016",2200,3,"White","N","F",22,"ED"
"6/19/2016",2257,3,"White","N","F",2,"ED"
"6/20/2016",140,3,"White","H","F",1,"ED"
"6/20/2016",145,3,"White","H","F",1,"ED"
"6/20/2016",634,3,"White","N","M",8,"ED"
"6/20/2016",705,3,"White","N","M",11,"ED"
"6/20/2016",1910,3,"White","H","F",2,"AD"
"6/20/2016",1916,3,"White","H","F",4,"AD"
"6/21/2016",NA,3,"White","N","F",15,"GE"
"6/21/2016",NA,3,"White","N","F",22,"GE"
"6/21/2016",NA,3,"White","N","F",12,"GE"
"6/21/2016",NA,3,"White","N","F",3,"GE"
"6/21/2016",150,3,"Black","N","M",1,"ED"
"6/21/2016",150,3,"Black","N","M",10,"ED"
"6/21/2016",224,3,"Black","N","M",3,"ED"
